AcademicYearKey,AcademicYearSort,YearBreakdown,GeographyKey,SchoolTypeKey,EducationPhase,NumSchools,Enrolments,SessionsPossible,OverallAbsenceSessions,AuthorisedAbsenceSessions,UnauthorisedAbsenceSessions,OverallAbsenceRateSource,AuthorisedAbsenceRateSource,UnauthorisedAbsenceRateSource,AttendanceRateSource,PersistentAbsentees,PersistentAbsenceRateSource,SevereAbsentees,SevereAbsenceRateSource,IllnessAbsenceRateSource,AppointmentsAbsenceRateSource,UnauthorisedHolidayAbsenceRateSource
2008/09,2008,Five half terms,LA|E08000029,State-funded secondary,State-funded secondary,14,15765,4631902,325408,283484,41924,0.0702536,0.06120250000000001,0.0090511,0.9297464,3380,0.214399,148,0.0093879,0.04385477068,0.00430794952,0.0005915496499999999
2008/09,2008,Five half terms,LA|E08000031,State-funded primary,State-funded primary,76,17265,5034790,311358,268698,42660,0.061841299999999995,0.0533683,0.008473000000000001,0.9381587,3589,0.2078772,130,0.0075297,0.03634054251,0.0021391160300000002,0.00058910103
2008/09,2008,Five half terms,LA|E10000034,State-funded secondary,State-funded secondary,45,33975,10003304,695659,561328,134331,0.0695429,0.056114300000000006,0.0134287,0.9304571,7434,0.2188079,299,0.008800599999999999,0.041529778559999994,0.0039890820100000005,0.001204602
2011/12,2011,Five half terms,LA|E08000026,Special,Special,8,706,209231,26945,20443,6502,0.12878109999999998,0.0977054,0.031075699999999998,0.8712189,255,0.3611898,46,0.0651558,0.04686208067,0.00935807791,0.0017970568400000001
2011/12,2011,Five half terms,LA|E08000028,Total,Total,115,42858,12704613,693268,499626,193642,0.0545682,0.0393263,0.0152419,0.9454318,6777,0.1581268,458,0.010686500000000002,0.02893917351,0.0027894592299999997,0.0025013748899999997
2011/12,2011,Five half terms,LA|E08000029,Special,Special,5,388,114421,10744,8059,2685,0.0938988,0.07043289999999999,0.023466,0.9061011999999999,96,0.24742270000000002,17,0.043814399999999996,0.037807745079999996,0.00806670104,0.00248206186
2011/12,2011,Five half terms,LA|E08000029,Total,Total,81,31181,9490538,474516,406578,67938,0.0499989,0.0428404,0.0071585,0.9500011,3973,0.1274173,222,0.0071197,0.03047962086,0.00309877059,0.00110236111
2011/12,2011,Five half terms,LA|E08000030,Total,Total,111,38233,11057803,573211,467585,105626,0.0518377,0.042285500000000004,0.0095522,0.9481623,5610,0.1467319,293,0.0076635,0.03165827787,0.0032841966900000004,0.00189911142
2011/12,2011,Five half terms,LA|E10000028,State-funded secondary,State-funded secondary,69,49617,15297642,831534,712199,119335,0.054356999999999996,0.0465561,0.0078008999999999995,0.945643,7599,0.1531532,238,0.0047967,0.03323453379,0.00401460565,0.00128300819
2011/12,2011,Five half terms,LA|E06000019,Special,Special,4,225,63752,5311,4605,706,0.0833072,0.072233,0.011074200000000001,0.9166928,70,0.3111111,3,0.0133333,0.04330844523,0.01135650646,0.0
2011/12,2011,Five half terms,LA|E06000051,State-funded secondary,State-funded secondary,22,15888,4892781,269353,230012,39341,0.0550511,0.047010500000000004,0.0080406,0.9449489,2372,0.14929510000000001,93,0.0058535,0.03352326622,0.00416266332,0.00071493083
2011/12,2011,Five half terms,LA|E06000020,Special,Special,4,442,135455,11341,9203,2138,0.0837252,0.0679414,0.0157838,0.9162748000000001,120,0.2714932,9,0.020362,0.03768779299,0.00959728323,0.00050201174
2011/12,2011,Five half terms,LA|E06000020,State-funded secondary,State-funded secondary,14,10578,3246014,182537,141202,41335,0.056234200000000005,0.0435001,0.0127341,0.9437658,1749,0.16534320000000002,89,0.0084137,0.03235907177,0.00385488171,0.0010865634
2011/12,2011,Five half terms,LA|E06000055,Special,Special,3,257,78098,6285,5719,566,0.0804758,0.0732285,0.0072473,0.9195242,58,0.22568090000000002,6,0.0233463,0.04797818126,0.01024354017,0.0001536531
