GeographyKey,GeographyLevel,GeographyName,CountryCode,CountryName,RegionCode,RegionName,OldLocalAuthorityCode,LocalAuthorityCode,LocalAuthorityName,GeographyLevelSort,MapLocation,AreaLabel
LA|E10000030,Local authority,Surrey,E92000001,England,E12000008,South East,936,E10000030,Surrey,3,"Surrey, England",Surrey (South East)
LA|E06000037,Local authority,West Berkshire,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,3,"West Berkshire, England",West Berkshire (South East)
LA|E10000032,Local authority,West Sussex,E92000001,England,E12000008,South East,938,E10000032,West Sussex,3,"West Sussex, England",West Sussex (South East)
LA|E06000040,Local authority,Windsor and Maidenhead,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,3,"Windsor and Maidenhead, England",Windsor and Maidenhead (South East)
LA|E06000041,Local authority,Wokingham,E92000001,England,E12000008,South East,872,E06000041,Wokingham,3,"Wokingham, England",Wokingham (South East)
LA|E06000022,Local authority,Bath and North East Somerset,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,3,"Bath and North East Somerset, England",Bath and North East Somerset (South West)
LA|E06000028,Local authority,Bournemouth,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,3,"Bournemouth, England",Bournemouth (South West)
LA|E06000058,Local authority,"Bournemouth, Christchurch and Poole",E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",3,"Bournemouth, Christchurch and Poole, England","Bournemouth, Christchurch and Poole (South West)"
LA|E06000023,Local authority,"Bristol, City of",E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",3,"Bristol, City of, England","Bristol, City of (South West)"
LA|E06000052,Local authority,Cornwall,E92000001,England,E12000009,South West,908,E06000052,Cornwall,3,"Cornwall, England",Cornwall (South West)
LA|E10000008,Local authority,Devon,E92000001,England,E12000009,South West,878,E10000008,Devon,3,"Devon, England",Devon (South West)
LA|E10000009,Local authority,Dorset,E92000001,England,E12000009,South West,835,E10000009,Dorset,3,"Dorset, England",Dorset (South West)
LA|E06000059,Local authority,Dorset,E92000001,England,E12000009,South West,838,E06000059,Dorset,3,"Dorset, England",Dorset (South West)
LA|E10000013,Local authority,Gloucestershire,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,3,"Gloucestershire, England",Gloucestershire (South West)
LA|E06000053,Local authority,Isles of Scilly,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,3,"Isles of Scilly, England",Isles of Scilly (South West)
LA|E06000024,Local authority,North Somerset,E92000001,England,E12000009,South West,802,E06000024,North Somerset,3,"North Somerset, England",North Somerset (South West)
LA|E06000026,Local authority,Plymouth,E92000001,England,E12000009,South West,879,E06000026,Plymouth,3,"Plymouth, England",Plymouth (South West)
LA|E06000029,Local authority,Poole,E92000001,England,E12000009,South West,836,E06000029,Poole,3,"Poole, England",Poole (South West)
LA|E10000027,Local authority,Somerset,E92000001,England,E12000009,South West,933,E10000027,Somerset,3,"Somerset, England",Somerset (South West)
LA|E06000066,Local authority,Somerset,E92000001,England,E12000009,South West,933,E06000066,Somerset,3,"Somerset, England",Somerset (South West)
LA|E06000025,Local authority,South Gloucestershire,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,3,"South Gloucestershire, England",South Gloucestershire (South West)
LA|E06000030,Local authority,Swindon,E92000001,England,E12000009,South West,866,E06000030,Swindon,3,"Swindon, England",Swindon (South West)
